"nameProject","testCase","tloc","tmcCabe","assertionDensity","assertionRoulette","mysteryGuest","eagerTest","sensitiveEquality","resourceOptimism","conditionalTestLogic","fireAndForget","testRunWar","loc","lcom2","lcom5","cbo","wmc","rfc","mpc","halsteadVocabulary","halsteadLength","halsteadVolume","classDataShouldBePrivate","complexClass","functionalDecomposition","godClass","spaghettiCode","isFlaky"
"alluxio","tachyon.CommonUtilsTest.parseMemorySizeTest",32,2,1.15625,0,0,1,0,0,5,0,0,267,423,0,11,84,97,67,1395,310,2244.60140521919,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.inodeLengthTest",6,2,0.166666666666667,1,7,2,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.inodeInvalidLengthTest",4,2,0,0,7,1,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.inodeRepeatedLengthSetTest",5,2,0,0,8,1,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.isCompleteTest",6,2,0.5,2,8,3,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.inMemoryLocationsTestWithBlockInfoException",4,2,0,0,5,1,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.inMemoryLocationsTest",15,2,0.466666666666667,4,13,3,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.inMemoryTest",19,2,0.68421052631579,7,21,4,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.setCheckpointPathTest",7,1,0.714285714285714,1,8,3,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.setPinTest",8,1,0.625,3,9,2,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.setCacheTest",8,1,0.625,3,9,2,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.comparableTest",8,1,0.875,4,4,0,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.equalsTest",5,1,0.2,1,4,0,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.isDirectoryTest",4,1,0.25,1,2,0,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.isFileTest",4,1,0.25,1,4,0,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.getInodeTypeTest",4,1,0.25,1,3,0,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.getIdTest",4,1,0.25,1,2,0,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.reverseIdTest",5,1,0.2,1,2,0,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.setNameTest",6,1,0.5,0,2,0,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeFileTest.setParentIdTest",6,1,0.5,2,2,0,0,0,0,0,0,254,203,3,7,70,77,46,1186,265,1875.76051858278,0,0,0,0,0,0
"alluxio","tachyon.InodeRawTableTest.getColumnsTest",4,2,0.25,1,0,1,0,0,0,0,0,54,0,2,2,12,20,15,218,84,452.297585274283,0,0,0,0,0,0
"alluxio","tachyon.InodeRawTableTest.getNullMetadataTest",4,2,0.25,1,0,1,0,0,0,0,0,54,0,2,2,12,20,15,218,84,452.297585274283,0,0,0,0,0,0
"alluxio","tachyon.InodeRawTableTest.getMetadataTest",5,2,0.2,1,0,1,0,0,0,0,0,54,0,2,2,12,20,15,218,84,452.297585274283,0,0,0,0,0,0
"alluxio","tachyon.InodeRawTableTest.updateMetadataTest",7,2,0.428571428571428,2,0,2,0,0,0,0,0,54,0,2,2,12,20,15,218,84,452.297585274283,0,0,0,0,0,0
"alluxio","tachyon.InodeRawTableTest.comparableTest",8,2,0.875,4,0,0,0,0,0,0,0,54,0,2,2,12,20,15,218,84,452.297585274283,0,0,0,0,0,0
"alluxio","tachyon.InodeRawTableTest.equalsTest",7,2,0.428571428571428,2,0,0,0,0,0,0,0,54,0,2,2,12,20,15,218,84,452.297585274283,0,0,0,0,0,0
"alluxio","tachyon.InodeRawTableTest.isDirectoryTest",4,2,0.25,1,0,0,0,0,0,0,0,54,0,2,2,12,20,15,218,84,452.297585274283,0,0,0,0,0,0
"alluxio","tachyon.InodeRawTableTest.isFileTest",4,2,0.25,1,2,0,0,0,0,0,0,54,0,2,2,12,20,15,218,84,452.297585274283,0,0,0,0,0,0
"alluxio","tachyon.InodeRawTableTest.getInodeTypeTest",4,2,0.25,1,0,0,0,0,0,0,0,54,0,2,2,12,20,15,218,84,452.297585274283,0,0,0,0,0,0
"alluxio","tachyon.InodeRawTableTest.getIdTest",4,2,0.25,1,0,0,0,0,0,0,0,54,0,2,2,12,20,15,218,84,452.297585274283,0,0,0,0,0,0
"alluxio","tachyon.InodeRawTableTest.reverseIdTest",5,2,0.2,1,0,0,0,0,0,0,0,54,0,2,2,12,20,15,218,84,452.297585274283,0,0,0,0,0,0
"alluxio","tachyon.InodeRawTableTest.setNameTest",6,2,0.5,0,0,0,0,0,0,0,0,54,0,2,2,12,20,15,218,84,452.297585274283,0,0,0,0,0,0
"alluxio","tachyon.InodeRawTableTest.setParentIdTest",6,2,0.5,2,0,0,0,0,0,0,0,54,0,2,2,12,20,15,218,84,452.297585274283,0,0,0,0,0,0
"alluxio","tachyon.PairTest.constructorTest",17,2,0.411764705882353,4,0,2,0,0,2,0,0,45,0,1,0,10,7,3,191,71,372.911413391311,0,0,0,0,0,0
"alluxio","tachyon.InodeFolderTest.addChildrenTest",7,1,0.428571428571428,2,0,2,0,0,0,0,0,105,10,0,6,26,30,18,430,115,697.335298999075,0,0,0,0,0,0
"alluxio","tachyon.InodeFolderTest.sameIdChildrenTest",7,1,0.428571428571428,2,0,3,0,0,0,0,0,105,10,0,6,26,30,18,430,115,697.335298999075,0,0,0,0,0,0
"alluxio","tachyon.InodeFolderTest.removeChildTest",7,1,0.428571428571428,2,0,4,0,0,0,0,0,105,10,0,6,26,30,18,430,115,697.335298999075,0,0,0,0,0,0
"alluxio","tachyon.InodeFolderTest.removeNonExistentChildTest",7,1,0.428571428571428,2,0,4,0,0,0,0,0,105,10,0,6,26,30,18,430,115,697.335298999075,0,0,0,0,0,0
"alluxio","tachyon.InodeFolderTest.batchRemoveChildTest",15,1,0.333333333333333,3,11,5,0,0,0,0,0,105,10,0,6,26,30,18,430,115,697.335298999075,0,0,0,0,0,0
"alluxio","tachyon.InodeFolderTest.isRawTableTest",6,1,0.5,2,0,1,0,0,0,0,0,105,10,0,6,26,30,18,430,115,697.335298999075,0,0,0,0,0,0
"alluxio","tachyon.InodeFolderTest.comparableTest",5,1,0.2,1,0,0,0,0,0,0,0,105,10,0,6,26,30,18,430,115,697.335298999075,0,0,0,0,0,0
"alluxio","tachyon.InodeFolderTest.equalsTest",5,1,0.2,1,0,0,0,0,0,0,0,105,10,0,6,26,30,18,430,115,697.335298999075,0,0,0,0,0,0
"alluxio","tachyon.InodeFolderTest.isDirectoryTest",4,1,0.25,1,0,0,0,0,0,0,0,105,10,0,6,26,30,18,430,115,697.335298999075,0,0,0,0,0,0
"alluxio","tachyon.InodeFolderTest.isFileTest",4,1,0.25,1,2,0,0,0,0,0,0,105,10,0,6,26,30,18,430,115,697.335298999075,0,0,0,0,0,0
"alluxio","tachyon.InodeFolderTest.getInodeTypeTest",4,1,0.25,1,0,0,0,0,0,0,0,105,10,0,6,26,30,18,430,115,697.335298999075,0,0,0,0,0,0
"alluxio","tachyon.InodeFolderTest.getIdTest",4,1,0.25,1,0,0,0,0,0,0,0,105,10,0,6,26,30,18,430,115,697.335298999075,0,0,0,0,0,0
"alluxio","tachyon.InodeFolderTest.reverseIdTest",5,1,0.2,1,0,0,0,0,0,0,0,105,10,0,6,26,30,18,430,115,697.335298999075,0,0,0,0,0,0
"alluxio","tachyon.InodeFolderTest.setNameTest",6,1,0.5,0,0,0,0,0,0,0,0,105,10,0,6,26,30,18,430,115,697.335298999075,0,0,0,0,0,0
"alluxio","tachyon.InodeFolderTest.setParentIdTest",6,1,0.5,2,0,0,0,0,0,0,0,105,10,0,6,26,30,18,430,115,697.335298999075,0,0,0,0,0,0
"alluxio","tachyon.BlockInfoTest.constructorTest",7,1,1,4,1,1,0,0,0,0,0,114,18,1,7,26,33,21,486,146,903.186459089472,0,0,0,0,0,0
"alluxio","tachyon.BlockInfoTest.localtionTest",19,1,0.789473684210526,8,1,3,0,0,0,0,0,114,18,1,7,26,33,21,486,146,903.186459089472,0,0,0,0,0,0
"alluxio","tachyon.BlockInfoTest.generateClientBlockInfoTest",10,1,0.5,3,1,2,0,0,0,0,0,114,18,1,7,26,33,21,486,146,903.186459089472,0,0,0,0,0,0
"alluxio","tachyon.BlockInfoTest.computeBlockIdTest",10,1,1.5,8,0,1,0,0,0,0,0,114,18,1,7,26,33,21,486,146,903.186459089472,0,0,0,0,0,0
"alluxio","tachyon.BlockInfoTest.computeBlockIndexTest",10,1,1.5,8,0,1,0,0,0,0,0,114,18,1,7,26,33,21,486,146,903.186459089472,0,0,0,0,0,0
"alluxio","tachyon.BlockInfoTest.computeInodeIdTest",10,1,1.5,8,0,1,0,0,0,0,0,114,18,1,7,26,33,21,486,146,903.186459089472,0,0,0,0,0,0
"alluxio","tachyon.MasterInfoTest.before",6,3,0,0,0,0,0,0,2,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,0
"alluxio","tachyon.MasterInfoTest.after",4,2,0,0,0,1,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,0
"alluxio","tachyon.MasterInfoTest.addCheckpointTest",11,2,0.454545454545454,0,13,5,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.notFileCheckpointTest",4,2,0.25,0,8,3,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.createFileTest",4,2,0.25,0,7,4,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.createFilePerfTest",8,3,0,0,6,3,0,0,2,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.createDirectoryTest",5,2,0.2,1,4,3,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.createFileInvalidPathTest",3,2,0,0,4,0,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.createAlreadyExistFileTest",4,2,0,0,6,3,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.createRawTableTest",4,2,0.25,0,3,3,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.negativeColumnTest",3,2,0,0,1,0,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.tooManyColumnsTest",3,2,0,0,1,0,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.deleteFileTest",6,2,0.833333333333333,1,8,5,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.deleteEmptyDirectoryTest",6,2,1.16666666666667,0,3,4,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.deleteDirectoryWithFilesTest",9,2,1.22222222222222,1,10,6,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.deleteDirectoryWithFilesTest2",9,2,1.22222222222222,1,10,6,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.deleteDirectoryWithDirectoriesTest",15,2,1.4,1,17,6,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.deleteDirectoryWithDirectoriesTest2",15,2,1.4,1,17,6,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.getCapacityBytesTest",3,1,0.333333333333333,1,0,1,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.clientFileInfoEmptyFileTest",12,2,1.25,6,10,5,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.clientFileInfoDirectoryTest",12,2,1.41666666666667,6,5,4,0,0,0,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.MasterInfoTest.lsTest",16,3,0.6875,0,3,4,0,0,3,0,0,1780,727,2,48,274,520,450,12112,1266,11902.8712012074,0,274,0,0,857,1
"alluxio","tachyon.io.UtilsTest.writeReadStringTest",19,3,0.0526315789473684,1,0,0,0,0,2,0,0,113,9,4,7,23,44,38,567,126,798.885272269697,0,0,0,0,0,0
"alluxio","tachyon.io.UtilsTest.writeReadByteBufferTest",23,3,0.130434782608696,2,0,0,0,0,2,0,0,113,9,4,7,23,44,38,567,126,798.885272269697,0,0,0,0,0,0
"alluxio","tachyon.client.table.RawColumnTest.before",6,3,0,0,0,0,0,0,2,0,0,46,0,0,5,13,12,7,141,55,272.181793970799,0,0,0,0,0,0
"alluxio","tachyon.client.table.RawColumnTest.after",4,2,0,0,0,0,0,0,0,0,0,46,0,0,5,13,12,7,141,55,272.181793970799,0,0,0,0,0,0
"alluxio","tachyon.client.table.RawColumnTest.basicTest",13,3,0.384615384615385,2,3,4,0,0,2,0,0,46,0,0,5,13,12,7,141,55,272.181793970799,0,0,0,0,0,1
"alluxio","tachyon.client.table.RawTableTest.before",6,3,0,0,0,0,0,0,2,0,0,56,0,3,5,16,20,12,189,89,466.515484340308,0,0,0,0,0,0
"alluxio","tachyon.client.table.RawTableTest.after",4,2,0,0,0,0,0,0,0,0,0,56,0,3,5,16,20,12,189,89,466.515484340308,0,0,0,0,0,0
"alluxio","tachyon.client.table.RawTableTest.rawtablePerfTest",35,3,0.2,4,3,2,0,0,3,0,0,56,0,3,5,16,20,12,189,89,466.515484340308,0,0,0,0,0,1
"alluxio","tachyon.client.table.RawTableTest.getColumnsTest",14,3,0.5,4,0,1,0,0,1,0,0,56,0,3,5,16,20,12,189,89,466.515484340308,0,0,0,0,0,1
"alluxio","tachyon.client.table.RawTableTest.getIdTest",14,3,0.5,4,0,1,0,0,1,0,0,56,0,3,5,16,20,12,189,89,466.515484340308,0,0,0,0,0,1
"alluxio","tachyon.client.table.RawTableTest.getNameTest",14,3,0.5,0,0,1,0,0,1,0,0,56,0,3,5,16,20,12,189,89,466.515484340308,0,0,0,0,0,1
"alluxio","tachyon.client.table.RawTableTest.getPathTest",14,3,0.5,0,0,1,0,0,1,0,0,56,0,3,5,16,20,12,189,89,466.515484340308,0,0,0,0,0,1
"alluxio","tachyon.client.table.RawTableTest.getMetadataTest",17,3,0.764705882352941,7,0,1,0,0,1,0,0,56,0,3,5,16,20,12,189,89,466.515484340308,0,0,0,0,0,1
"alluxio","tachyon.client.table.RawTableTest.updateMetadataTest",16,3,0.4375,4,0,2,0,0,1,0,0,56,0,3,5,16,20,12,189,89,466.515484340308,0,0,0,0,0,1
"alluxio","tachyon.client.TachyonFSTest.before",7,3,0,0,0,0,0,0,2,0,0,1193,785,3,35,286,337,262,6473,681,5976.04396676949,0,286,0,0,423,0
"alluxio","tachyon.client.TachyonFSTest.after",5,2,0,0,0,0,0,0,0,0,0,1193,785,3,35,286,337,262,6473,681,5976.04396676949,0,286,0,0,423,0
"alluxio","tachyon.client.TachyonFSTest.createFileTest",8,2,0.625,3,7,3,0,0,0,0,0,1193,785,3,35,286,337,262,6473,681,5976.04396676949,0,286,0,0,423,1
"alluxio","tachyon.client.TachyonFSTest.createFileTest2",8,2,1.375,0,10,4,0,0,0,0,0,1193,785,3,35,286,337,262,6473,681,5976.04396676949,0,286,0,0,423,1
"alluxio","tachyon.client.TachyonFSTest.createFileWithInvalidPathExceptionTest",3,2,0,0,3,0,0,0,0,0,0,1193,785,3,35,286,337,262,6473,681,5976.04396676949,0,286,0,0,423,1
"alluxio","tachyon.client.TachyonFSTest.createFileWithFileAlreadyExistExceptionTest",5,2,0.2,1,6,3,0,0,0,0,0,1193,785,3,35,286,337,262,6473,681,5976.04396676949,0,286,0,0,423,1
"alluxio","tachyon.client.TachyonFSTest.createFileWithCheckpointFileTest",9,2,0.333333333333333,0,6,10,0,0,0,0,0,1193,785,3,35,286,337,262,6473,681,5976.04396676949,0,286,0,0,423,1
"alluxio","tachyon.client.TachyonFSTest.deleteFileTest",27,3,0.851851851851852,10,5,12,0,0,2,0,0,1193,785,3,35,286,337,262,6473,681,5976.04396676949,0,286,0,0,423,1
"alluxio","tachyon.client.TachyonFSTest.createRawTableTestEmptyMetadata",13,2,1.15384615384615,6,0,5,0,0,0,0,0,1193,785,3,35,286,337,262,6473,681,5976.04396676949,0,286,0,0,423,1
"alluxio","tachyon.client.TachyonFSTest.createRawTableTestWithMetadata",13,2,1.15384615384615,6,0,5,0,0,0,0,0,1193,785,3,35,286,337,262,6473,681,5976.04396676949,0,286,0,0,423,1
"alluxio","tachyon.client.TachyonFSTest.createRawTableWithInvalidPathExceptionTest1",3,2,0,0,0,0,0,0,0,0,0,1193,785,3,35,286,337,262,6473,681,5976.04396676949,0,286,0,0,423,1
"alluxio","tachyon.client.TachyonFSTest.createRawTableWithInvalidPathExceptionTest2",3,2,0,0,0,0,0,0,0,0,0,1193,785,3,35,286,337,262,6473,681,5976.04396676949,0,286,0,0,423,1
"alluxio","tachyon.client.TachyonFSTest.createRawTableWithFileAlreadyExistExceptionTest",4,2,0,0,1,0,0,0,0,0,0,1193,785,3,35,286,337,262,6473,681,5976.04396676949,0,286,0,0,423,1
"alluxio","tachyon.client.TachyonFSTest.createRawTableWithTableColumnExceptionTest1",3,2,0,0,0,0,0,0,0,0,0,1193,785,3,35,286,337,262,6473,681,5976.04396676949,0,286,0,0,423,1
